paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles,vlm_tR1_s_original,vlm_tR2_s_original,yield_yolo,data_note
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,94.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,94.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,74.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,70.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,97.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,97.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,98.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,98.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,92.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,92.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,98.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,98.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,48.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,61.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,75.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,77.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,82.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,95.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,27.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,11.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,5.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,5.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,5.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,5.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,4.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,4.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,0.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,64.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,65.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,26.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,14.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,7.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,3.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-30.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,3.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,89.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,77.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,62.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,53.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,39.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,7.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-50.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,81.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,81.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,83.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,80.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,72.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,57.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,31.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-60.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,70.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.01334,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.0316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,68.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.05623,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.1,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,75.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.19953,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,0.316,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,76.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.38905,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,1.0,,76.0,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,78.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,0.79433,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,3.16,,,
Nagaki et al. 2010 - A flow microreactor system enables organolithium reactions without protecting alkoxycarbonyl groups,78.0,halogen-metal exchange,tetrahydrofuran,flow microreactor,10.1002/chem.201000876,2010.0,tR1,5.62341,,-78.0,,tert-butyl p-bromobenzoate,s-BuLi,tert-butyl 4-(lithio)benzoate (aryllithium),ROH (alcohol quench),quench_probe,tert-butyl 4-(lithio)benzoate (aryllithium intermediate),0.1,0.42,1.1,,CC(C)(C)OC(=O)c1ccc(Br)cc1,CCC([Li])C,CC(C)(C)OC(=O)c1ccc([Li])cc1,CO,CC(C)(C)OC(=O)c1ccc([Li])cc1,31.6,,,
