paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,21,,CC(=O)c1ccc(I)cc1,MesLi,,,CC(=O)c1ccc(C(=O)Ph)cc1,,42.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), PhNCO (2.0 equiv in THF); residence time in R2 = 0.003 s"
Kim et al. 2011 - A flow-microreactor approach to protecting-group-free synthesis using organolithium compounds,10.1038/ncomms1264,Table 1,22,,CCCCC(=O)c1ccccc1I,MesLi,,,CCCCC(=O)c1ccccc1C(=O)Ph,,77.0,GC,,,,"MesLi (1.3 equiv), electrophile (2.0 equiv)",halogen-metal exchange,-70.0,0.003,tetrahydrofuran,flow microreactor,,"MesLi generated in situ from mesityl bromide and n-BuLi; acyliodobenzene (0.20 M in THF), MesLi (1.3 equiv in THF/hexane), MeOH (2.0 equiv in THF); residence time in R2 = 0.003 s"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,o-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,-78.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at -78 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,m-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,-78.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at -78 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,p-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,-78.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at -78 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,o-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,0.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at 0 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,m-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,0.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at 0 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 1,,p-bromobenzonitrile,,n-BuLi,,benzonitrile,,3,,GC,,,,1.1 equiv n-BuLi,halogen-metal exchange,0.0,1200.0,tetrahydrofuran,conventional macrobatch (round-bottom flask),,"Br–Li exchange followed by methanol quench; yield of benzonitrile (3) determined by GC; reaction conducted in THF at 0 °C for 10 min after n-BuLi addition, then methanol added and stirred for additional 10 min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,2-Trimethylsilylbenzonitrile,,,90.0,GC,,,,,halogen-metal exchange,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotrimethylsilane; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,2-Tributylstannylbenzonitrile,,,85.0,GC,,,,,halogen-metal exchange,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotributylstannane; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,2-Methylbenzonitrile,,,93.0,GC,,,,,halogen-metal exchange,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with methyl iodide; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,3-Phenylphthalide,,,98.0,GC,,,,,nucleophilic addition,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by nucleophilic addition to benzaldehyde and intramolecular cyclization; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, carbonyl/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,3-Hexylphthalide,,,81.0,isolated,,,,,nucleophilic addition,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by nucleophilic addition to n-heptanal and intramolecular cyclization; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, carbonyl/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,o-bromobenzonitrile,,n-BuLi,,"3,3-Diphenyl-1(3H)-isobenzofuranone",,,94.0,isolated,,,,,nucleophilic addition,20.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by nucleophilic addition to benzophenone and intramolecular cyclization; residence time in R1 = 0.01 s at 20 °C; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, carbonyl/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,m-bromobenzonitrile,,n-BuLi,,3-Trimethylsilylbenzonitrile,,,96.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotrimethylsilane; residence time in R1 = 0.01 s at 0 °C; flow rates: m-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,m-bromobenzonitrile,,n-BuLi,,3-Tributylstannylbenzonitrile,,,95.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotributylstannane; residence time in R1 = 0.01 s at 0 °C; flow rates: m-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,m-bromobenzonitrile,,n-BuLi,,3-Methylbenzonitrile,,,81.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with methyl iodide; residence time in R1 = 0.01 s at 0 °C; flow rates: m-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,p-bromobenzonitrile,,n-BuLi,,4-Trimethylsilylbenzonitrile,,,85.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotrimethylsilane; residence time in R1 = 0.01 s at 0 °C; flow rates: p-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,p-bromobenzonitrile,,n-BuLi,,4-Tributylstannylbenzonitrile,,,93.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with chlorotributylstannane; residence time in R1 = 0.01 s at 0 °C; flow rates: p-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 2,,p-bromobenzonitrile,,n-BuLi,,4-Methylbenzonitrile,,,90.0,GC,,,,,halogen-metal exchange,0.0,0.01,tetrahydrofuran,microflow reactor,,"Microflow Br–Li exchange followed by trapping with methyl iodide; residence time in R1 = 0.01 s at 0 °C; flow rates: p-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.5 mL/min, electrophile/THF = 3.0 mL/min → total = 10.5 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 3,,o-bromobenzonitrile,,n-BuLi,,3-Phenylphthalide,,,98.0,GC,,,,,nucleophilic addition,20.0,2.3,tetrahydrofuran,microflow reactor,,"Integrated microflow: Br–Li exchange (R1), then addition to benzaldehyde (R2), then trapping with AcCl (R3); residence time in R2 = 2.3 s; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.2 mL/min, carbonyl/THF = 3.0 mL/min, electrophile/THF = 2.0 mL/min → total = 11.0 mL/min; HMPA used as additive for Me2SO4 reactions"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 3,,o-bromobenzonitrile,,n-BuLi,,2-(Methoxy(phenyl)methyl)benzonitrile,,,93.0,isolated,,,,,nucleophilic addition,20.0,2.3,tetrahydrofuran,microflow reactor,,"Integrated microflow: Br–Li exchange (R1), then addition to benzaldehyde (R2), then trapping with Me2SO4 (R3); residence time in R2 = 2.3 s; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.2 mL/min, carbonyl/THF = 3.0 mL/min, electrophile/THF = 2.0 mL/min → total = 11.0 mL/min; HMPA used as additive for Me2SO4 reactions"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 3,,o-bromobenzonitrile,,n-BuLi,,1-(2-Cyanophenyl)heptyl ethyl carbonate,,,75.0,isolated,,,,,nucleophilic addition,20.0,2.3,tetrahydrofuran,microflow reactor,,"Integrated microflow: Br–Li exchange (R1), then addition to n-heptanal (R2), then trapping with MeO2CCl (R3); residence time in R2 = 2.3 s; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.2 mL/min, carbonyl/THF = 3.0 mL/min, electrophile/THF = 2.0 mL/min → total = 11.0 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 3,,o-bromobenzonitrile,,n-BuLi,,2-(1-Methoxyheptyl)benzonitrile,,,51.0,isolated,,,,,nucleophilic addition,20.0,2.3,tetrahydrofuran,microflow reactor,,"Integrated microflow: Br–Li exchange (R1), then addition to n-heptanal (R2), then trapping with Me2SO4 (R3); residence time in R2 = 2.3 s; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.2 mL/min, carbonyl/THF = 3.0 mL/min, electrophile/THF = 2.0 mL/min → total = 11.0 mL/min"
Nagaki et al. 2010 - Generation and reaction of cyano-substituted aryllithium compounds using microreactors,10.1039/b919325c,Table 3,,o-bromobenzonitrile,,n-BuLi,,2-(Methoxydiphenylmethyl)benzonitrile,,,66.0,isolated,,,,,nucleophilic addition,20.0,2.3,tetrahydrofuran,microflow reactor,,"Integrated microflow: Br–Li exchange (R1), then addition to benzaldehyde (R2), then trapping with Me2SO4 (R3); residence time in R2 = 2.3 s; flow rates: o-bromobenzonitrile/THF = 6.0 mL/min, n-BuLi/hexane = 1.2 mL/min, carbonyl/THF = 3.0 mL/min, electrophile/THF = 2.0 mL/min → total = 11.0 mL/min; HMPA used as additive for Me2SO4 reactions"
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 1,1,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-methylpyridine,,2,48.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,-78.0,,tetrahydrofuran,batch macro reactor,,"Reaction in conventional batch macro reactor; n-BuLi added dropwise over 1 min, stirred 10 min, then MeI added and stirred 10 min more."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 1,2,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-methylpyridine,,2,0.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,-48.0,,tetrahydrofuran,batch macro reactor,,"Reaction in conventional batch macro reactor; n-BuLi added dropwise over 1 min, stirred 10 min, then MeI added and stirred 10 min more."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 1,3,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-methylpyridine,,2,0.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,-28.0,,tetrahydrofuran,batch macro reactor,,"Reaction in conventional batch macro reactor; n-BuLi added dropwise over 1 min, stirred 10 min, then MeI added and stirred 10 min more."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 1,4,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-methylpyridine,,2,0.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,batch macro reactor,,"Reaction in conventional batch macro reactor; n-BuLi added dropwise over 1 min, stirred 10 min, then MeI added and stirred 10 min more."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 2,1,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-(trimethylsilyl)pyridine,,,90.0,GC,,,,"n-BuLi (3.0 equiv), Me3SiCl (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,microreactor,,Electrophile = Me3SiCl; yield determined by GC using internal standard (pentadecane).
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 2,2,"2,3-dibromopyridine",,n-BuLi,,2-bromo-3-(hydroxy(phenyl)methyl)pyridine,,,92.0,GC,,,,"n-BuLi (3.0 equiv), PhCHO (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,microreactor,,Electrophile = PhCHO; yield determined by GC using internal standard (pentadecane).
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 2,3,"2,5-dibromopyridine",,n-BuLi,,2-bromo-5-methylpyridine,,,90.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,microreactor,,"Dibromopyridine substrate = 2,5-dibromopyridine; electrophile = MeI; yield determined by GC using internal standard (pentadecane)."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 2,4,"2,6-dibromopyridine",,n-BuLi,,2-bromo-6-methylpyridine,,,85.0,GC,,,,"n-BuLi (3.0 equiv), MeI (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,microreactor,,"Dibromopyridine substrate = 2,6-dibromopyridine; electrophile = MeI; yield determined by GC using internal standard (pentadecane)."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 3,1,"2,3-dibromopyridine",,n-BuLi,,3-(α-hydroxybenzyl)-2-methylpyridine,,,68.0,isolated,,,,"n-BuLi (first aliquot: 1.50 mL/min, second aliquot: 2.25 mL/min), MeI (3.0 equiv), PhCHO (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,integrated microreactor,,"Sequential Br/Li exchange + electrophile addition: E1 = MeI, E2 = PhCHO; R1/R2 at 0 °C, R3/R4 at -28 °C; isolated yield; purity 88% (GC); major byproduct: 3-(α-hydroxybenzyl)-2-methylpyridine (9%, GCMS)."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 3,2,"2,3-dibromopyridine",,n-BuLi,,3-(cyanomethyl)-2-methylpyridine,,,75.0,isolated,,,,"n-BuLi (first aliquot: 1.50 mL/min, second aliquot: 2.25 mL/min), MeI (3.0 equiv), PhCN (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,integrated microreactor,,"Sequential Br/Li exchange + electrophile addition: E1 = MeI, E2 = PhCN; R1/R2 at 0 °C, R3/R4 at -28 °C; isolated yield; purity 81% (GC); major byproduct: 5-(α-hydroxybenzyl)-2-methylpyridine (9%, GCMS); also observed 2- and 3-hydroxybenzylpyridines (total 10%, GCMS)."
Nagaki et al. 2011 - Flow microreactor synthesis of disubstituted pyridi ... romopyridines via Br - Li exchange without using cryogenic conditions,10.1039/c0gc00852d,Table 3,3,"2,5-dibromopyridine",,n-BuLi,,5-(α-hydroxybenzyl)-2-methylpyridine,,,75.0,isolated,,,,"n-BuLi (first aliquot: 1.50 mL/min, second aliquot: 2.25 mL/min), MeI (3.0 equiv), PhCHO (3.0 equiv)",halogen-metal exchange,0.0,,tetrahydrofuran,integrated microreactor,,"Sequential Br/Li exchange + electrophile addition: E1 = MeI, E2 = PhCHO; R1/R2 at 0 °C, R3/R4 at -28 °C; isolated yield; purity 81% (GC); major byproduct: 5-(α-hydroxybenzyl)-2-methylpyridine (9%, GCMS); also observed 2- and 3-hydroxybenzylpyridines (total 10%, GCMS)."
